feature,y0,y1,y2
Use CaseType (Input 1),25.603333333333335,19.17,14.096666666666666
LTE/5G UE Category (Input 2),0.0,0.0,0.0
Technology Supported (Input 3),1.7766666666666666,43.623333333333335,23.673333333333332
Day (Input4),0.0,0.0,0.0
Time (Input 5),0.013333333333333334,0.0,0.0
QCI (Input 6),0.08,0.0033333333333333335,0.0
Packet Loss Rate (Reliability),38.693333333333335,18.313333333333333,9.383333333333333
Packet Delay Budget (Latency),10.066666666666668,2.1266666666666665,27.516666666666666
