feature,y0,y1,y2
Use CaseType (Input 1),26.790000000000003,25.346666666666668,11.626666666666667
LTE/5G UE Category (Input 2),0.09666666666666666,0.0033333333333333335,0.056666666666666664
Technology Supported (Input 3),1.4233333333333331,46.03,30.583333333333332
Day (Input4),0.07666666666666667,0.013333333333333334,0.016666666666666666
Time (Input 5),0.05000000000000001,0.0,0.023333333333333334
QCI (Input 6),0.049999999999999996,0.0033333333333333335,0.023333333333333334
Packet Loss Rate (Reliability),43.63333333333333,7.026666666666666,4.963333333333334
Packet Delay Budget (Latency),8.016666666666667,3.936666666666666,27.7
