feature,y0,y1,y2,y3,y4,y5
frame.len,3.1133333333333337,6.786666666666666,1.96,20.896666666666665,12.216666666666667,13.729999999999999
eth.src,3.9633333333333334,0.5266666666666667,7.4366666666666665,1.7533333333333332,3.6566666666666667,0.09666666666666668
eth.dst,6.8566666666666665,0.0,0.0033333333333333335,0.016666666666666666,0.48999999999999994,9.796666666666667
ip.src,0.0,0.0,2.856666666666667,0.04666666666666666,6.503333333333333,1.6533333333333333
ip.dst,0.6566666666666666,0.0,0.0,0.0,12.406666666666666,2.57
ip.proto,2.26,0.0,25.919999999999998,0.0,20.203333333333333,4.423333333333333
ip.len,10.043333333333333,14.78,11.756666666666668,14.89,6.876666666666668,4.016666666666667
tcp.len,14.106666666666667,25.25,3.986666666666667,25.11,0.13,0.0
tcp.srcport,0.8666666666666667,0.5299999999999999,9.763333333333334,3.2833333333333337,0.4266666666666667,0.0
tcp.dstport,11.306666666666667,0.25333333333333335,0.38666666666666666,3.216666666666667,0.8433333333333333,0.0
Value,28.636666666666667,35.57,31.73,0.11666666666666665,0.03666666666666667,5.133333333333334
